n_tries,n_choices,guesses,feedback,won
4,"[6512, 357, 18, 11]","['cigar', 'dixon', 'dived', 'didst']","{'false_letters': ['e', 'o', 'x', 'n', 'g', 'v', 'a', 'r', 'c'], 'true_letters': {1: 'i', 0: 'd', 2: 'd', 3: 's', 4: 't'}, 'misplaced_letters': {4: ['d']}}",1
4,"[6512, 734, 86, 1]","['crowd', 'sneer', 'pearl', 'perry']","{'false_letters': ['o', 'n', 'w', 'd', 's', 'a', 'l', 'c'], 'true_letters': {0: 'p', 1: 'e', 3: 'r', 2: 'r', 4: 'y'}, 'misplaced_letters': {1: ['r'], 2: ['e'], 3: ['e'], 4: ['r']}}",1
3,"[6512, 51, 2]","['brace', 'cheap', 'clean']","{'false_letters': ['r', 'p', 'b', 'h'], 'true_letters': {0: 'c', 2: 'e', 3: 'a', 1: 'l', 4: 'n'}, 'misplaced_letters': {2: ['a'], 3: ['c'], 4: ['e']}}",1
5,"[6512, 357, 42, 8, 1]","['stuck', 'seers', 'shine', 'slave', 'spade']","{'false_letters': ['u', 'i', 'v', 'n', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {0: 's', 4: 'e', 2: 'a', 1: 'p', 3: 'd'}, 'misplaced_letters': {1: ['e'], 2: ['e'], 4: ['s']}}",1
4,"[6512, 185, 24, 1]","['cadiz', 'cloth', 'cyrus', 'curse']","{'false_letters': ['z', 'i', 'o', 'y', 'd', 'l', 'a', 't', 'h'], 'true_letters': {0: 'c', 2: 'r', 1: 'u', 3: 's', 4: 'e'}, 'misplaced_letters': {3: ['u'], 4: ['s']}}",1
5,"[6512, 1383, 61, 4, 3]","['abyss', 'topic', 'cliff', 'child', 'chill']","{'false_letters': ['p', 'f', 'o', 'y', 'd', 'b', 's', 'a', 't'], 'true_letters': {0: 'c', 2: 'i', 1: 'h', 3: 'l', 4: 'l'}, 'misplaced_letters': {3: ['i'], 4: ['c'], 1: ['l']}}",1
3,"[6512, 2, 1]","['began', 'barge', 'badge']","{'false_letters': ['r', 'n'], 'true_letters': {0: 'b', 1: 'a', 3: 'g', 4: 'e', 2: 'd'}, 'misplaced_letters': {1: ['e'], 2: ['g'], 3: ['a']}}",1
3,"[6512, 854, 16]","['usual', 'baron', 'baked']","{'false_letters': ['u', 'o', 'n', 's', 'l', 'r'], 'true_letters': {0: 'b', 1: 'a', 2: 'k', 3: 'e', 4: 'd'}, 'misplaced_letters': {3: ['a']}}",1
5,"[6512, 329, 10, 2, 1]","['final', 'tried', 'price', 'prime', 'prize']","{'false_letters': ['f', 'n', 'd', 'm', 'a', 'l', 't', 'c'], 'true_letters': {1: 'r', 2: 'i', 0: 'p', 4: 'e', 3: 'z'}, 'misplaced_letters': {1: ['i'], 3: ['e']}}",1
4,"[6512, 1805, 106, 1]","['betty', 'scarf', 'odium', 'mogul']","{'false_letters': ['e', 'f', 'i', 'y', 'd', 'b', 's', 'a', 'r', 't', 'c'], 'true_letters': {3: 'u', 0: 'm', 1: 'o', 2: 'g', 4: 'l'}, 'misplaced_letters': {0: ['o'], 4: ['m']}}",1
3,"[6512, 54, 4]","['staid', 'nails', 'amiss']","{'false_letters': ['t', 'n', 'd', 'l'], 'true_letters': {2: 'i', 4: 's', 0: 'a', 1: 'm', 3: 's'}, 'misplaced_letters': {0: ['s'], 2: ['a'], 3: ['i'], 1: ['a']}}",1
4,"[6512, 498, 25, 8]","['flaky', 'liege', 'whole', 'uncle']","{'false_letters': ['f', 'i', 'o', 'y', 'g', 'w', 'a', 'k', 'h'], 'true_letters': {4: 'e', 3: 'l', 0: 'u', 1: 'n', 2: 'c'}, 'misplaced_letters': {1: ['l'], 0: ['l'], 2: ['e']}}",1
4,"[6512, 934, 25, 3]","['ships', 'feels', 'forts', 'forms']","{'false_letters': ['p', 'e', 'i', 'l', 't', 'h'], 'true_letters': {4: 's', 0: 'f', 1: 'o', 2: 'r', 3: 'm'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 419, 22, 2]","['store', 'plead', 'haven', 'waxen']","{'false_letters': ['p', 'o', 'v', 'd', 's', 'l', 'r', 't', 'h'], 'true_letters': {1: 'a', 3: 'e', 4: 'n', 0: 'w', 2: 'x'}, 'misplaced_letters': {4: ['e'], 2: ['e'], 3: ['a']}}",1
2,"[6512, 1]","['coals', 'coast']","{'false_letters': ['l'], 'true_letters': {0: 'c', 1: 'o', 2: 'a', 3: 's', 4: 't'}, 'misplaced_letters': {4: ['s']}}",1
6,"[6512, 171, 28, 7, 3, 2]","['waked', 'drift', 'bonds', 'moods', 'holds', 'colds']","{'false_letters': ['e', 'f', 'i', 'n', 'w', 'm', 'b', 'a', 'r', 'k', 't', 'h'], 'true_letters': {1: 'o', 3: 'd', 4: 's', 2: 'l', 0: 'c'}, 'misplaced_letters': {4: ['d'], 0: ['d'], 2: ['o']}}",1
3,"[6512, 1364, 108]","['pshaw', 'droll', 'linen']","{'false_letters': ['p', 'o', 'w', 'd', 's', 'a', 'r', 'h'], 'true_letters': {0: 'l', 1: 'i', 2: 'n', 3: 'e', 4: 'n'}, 'misplaced_letters': {3: ['l'], 4: ['l']}}",1
3,"[6512, 41, 1]","['pilot', 'apply', 'alpha']","{'false_letters': ['t', 'i', 'o', 'y'], 'true_letters': {0: 'a', 2: 'p', 1: 'l', 3: 'h', 4: 'a'}, 'misplaced_letters': {0: ['p'], 2: ['l'], 1: ['p'], 3: ['l']}}",1
5,"[6512, 193, 13, 11, 7]","['enter', 'ruler', 'auger', 'buyer', 'queer']","{'false_letters': ['y', 'n', 'g', 'b', 'l', 'a', 't'], 'true_letters': {3: 'e', 4: 'r', 1: 'u', 0: 'q', 2: 'e'}, 'misplaced_letters': {0: ['e', 'r']}}",1
4,"[6512, 167, 6, 2]","['plain', 'sperm', 'group', 'droop']","{'false_letters': ['e', 'u', 'i', 'n', 'g', 'm', 's', 'l', 'a'], 'true_letters': {1: 'r', 2: 'o', 4: 'p', 0: 'd', 3: 'o'}, 'misplaced_letters': {0: ['p'], 1: ['p'], 3: ['r']}}",1
6,"[6512, 1498, 172, 8, 3, 1]","['musky', 'sense', 'stars', 'stood', 'still', 'stiff']","{'false_letters': ['e', 'u', 'o', 'y', 'n', 'm', 'd', 'a', 'r', 'l', 'k'], 'true_letters': {0: 's', 1: 't', 2: 'i', 3: 'f', 4: 'f'}, 'misplaced_letters': {2: ['s'], 3: ['s'], 4: ['s']}}",1
5,"[6512, 696, 16, 6, 4]","['charm', 'risen', 'fried', 'uriel', 'brier']","{'false_letters': ['f', 'u', 'n', 'm', 'd', 's', 'a', 'l', 'h', 'c'], 'true_letters': {3: 'e', 1: 'r', 2: 'i', 0: 'b', 4: 'r'}, 'misplaced_letters': {3: ['r'], 0: ['r'], 1: ['i']}}",1
3,"[6512, 839, 16]","['chant', 'earls', 'dared']","{'false_letters': ['n', 's', 'l', 't', 'h', 'c'], 'true_letters': {1: 'a', 2: 'r', 0: 'd', 3: 'e', 4: 'd'}, 'misplaced_letters': {2: ['a'], 0: ['e']}}",1
4,"[6512, 744, 65, 6]","['skirt', 'ashes', 'males', 'lanes']","{'false_letters': ['i', 'm', 'r', 'k', 't', 'h'], 'true_letters': {3: 'e', 4: 's', 1: 'a', 0: 'l', 2: 'n'}, 'misplaced_letters': {0: ['s', 'a'], 1: ['s'], 2: ['l']}}",1
6,"[6512, 1552, 840, 60, 11, 4]","['moons', 'puppy', 'altar', 'drake', 'fared', 'raced']","{'false_letters': ['p', 'f', 'u', 'o', 'y', 'n', 'm', 's', 'l', 'k', 't'], 'true_letters': {1: 'a', 3: 'e', 4: 'd', 0: 'r', 2: 'c'}, 'misplaced_letters': {0: ['a', 'd'], 3: ['a'], 4: ['r', 'e'], 1: ['r'], 2: ['a', 'r']}}",1
5,"[6512, 1405, 52, 7, 1]","['judah', 'bears', 'avail', 'piano', 'giant']","{'false_letters': ['e', 'p', 'u', 'j', 'o', 'v', 'd', 'b', 's', 'l', 'r', 'h'], 'true_letters': {2: 'a', 1: 'i', 3: 'n', 0: 'g', 4: 't'}, 'misplaced_letters': {3: ['a', 'i'], 0: ['a']}}",1
4,"[6512, 32, 10, 1]","['alice', 'boils', 'twill', 'guild']","{'false_letters': ['e', 'o', 'w', 'b', 's', 'a', 't', 'c'], 'true_letters': {2: 'i', 3: 'l', 0: 'g', 1: 'u', 4: 'd'}, 'misplaced_letters': {1: ['l'], 4: ['l']}}",1
3,"[6512, 1419, 84]","['staff', 'under', 'where']","{'false_letters': ['f', 'u', 'n', 'd', 's', 'a', 't'], 'true_letters': {0: 'w', 1: 'h', 2: 'e', 3: 'r', 4: 'e'}, 'misplaced_letters': {3: ['e'], 4: ['r']}}",1
5,"[6512, 766, 152, 14, 3]","['royal', 'haunt', 'mamma', 'dames', 'games']","{'false_letters': ['u', 'o', 'y', 'n', 'd', 'l', 'r', 't', 'h'], 'true_letters': {1: 'a', 2: 'm', 3: 'e', 4: 's', 0: 'g'}, 'misplaced_letters': {3: ['a', 'm'], 0: ['m'], 4: ['a']}}",1
4,"[6512, 313, 45, 12]","['arrow', 'rises', 'under', 'buyer']","{'false_letters': ['i', 'o', 'n', 'w', 'd', 's', 'a'], 'true_letters': {3: 'e', 4: 'r', 0: 'b', 1: 'u', 2: 'y'}, 'misplaced_letters': {1: ['r'], 2: ['r'], 0: ['r', 'u']}}",1
5,"[6512, 1364, 159, 22, 2]","['enoch', 'terms', 'judea', 'piped', 'bleed']","{'false_letters': ['p', 'j', 'u', 'o', 'i', 'n', 'm', 's', 'a', 'r', 't', 'h', 'c'], 'true_letters': {3: 'e', 4: 'd', 0: 'b', 1: 'l', 2: 'e'}, 'misplaced_letters': {0: ['e'], 1: ['e'], 2: ['d']}}",1
3,"[6512, 653, 4]","['inner', 'those', 'close']","{'false_letters': ['i', 'n', 'r', 't', 'h'], 'true_letters': {2: 'o', 3: 's', 4: 'e', 0: 'c', 1: 'l'}, 'misplaced_letters': {3: ['e']}}",1
4,"[6512, 107, 7, 3]","['table', 'fully', 'skull', 'would']","{'false_letters': ['e', 'f', 'y', 'b', 's', 'a', 'k', 't'], 'true_letters': {3: 'l', 2: 'u', 0: 'w', 1: 'o', 4: 'd'}, 'misplaced_letters': {1: ['u'], 2: ['l'], 4: ['l']}}",1
5,"[6512, 217, 51, 2, 1]","['eagle', 'shoal', 'plain', 'plank', 'plant']","{'false_letters': ['e', 'i', 'o', 'g', 's', 'k', 'h'], 'true_letters': {0: 'p', 1: 'l', 2: 'a', 3: 'n', 4: 't'}, 'misplaced_letters': {1: ['a'], 3: ['l', 'a'], 4: ['l', 'n']}}",1
3,"[6512, 623, 4]","['pages', 'flint', 'burnt']","{'false_letters': ['p', 'e', 'i', 'f', 'g', 's', 'a', 'l'], 'true_letters': {3: 'n', 4: 't', 0: 'b', 1: 'u', 2: 'r'}, 'misplaced_letters': {}}",1
5,"[6512, 109, 18, 5, 1]","['sixth', 'storm', 'sweat', 'sleet', 'slept']","{'false_letters': ['i', 'o', 'x', 'w', 'm', 'a', 'r', 'h'], 'true_letters': {0: 's', 2: 'e', 4: 't', 1: 'l', 3: 'p'}, 'misplaced_letters': {3: ['t', 'e'], 1: ['t']}}",1
6,"[6512, 1840, 178, 21, 10, 2]","['sighs', 'level', 'exert', 'wreck', 'dream', 'dread']","{'false_letters': ['i', 'x', 'v', 'g', 'w', 'm', 's', 'l', 'k', 't', 'h', 'c'], 'true_letters': {2: 'e', 1: 'r', 0: 'd', 3: 'a', 4: 'd'}, 'misplaced_letters': {1: ['e'], 3: ['e', 'r'], 0: ['e']}}",1
3,"[6512, 39, 6]","['didst', 'acted', 'hated']","{'false_letters': ['i', 's', 'c'], 'true_letters': {2: 't', 3: 'e', 4: 'd', 0: 'h', 1: 'a'}, 'misplaced_letters': {0: ['d', 'a'], 2: ['d'], 4: ['t']}}",1
3,"[6512, 968, 2]","['avail', 'organ', 'range']","{'false_letters': ['i', 'l', 'o', 'v'], 'true_letters': {0: 'r', 1: 'a', 2: 'n', 3: 'g', 4: 'e'}, 'misplaced_letters': {0: ['a'], 2: ['a', 'g'], 1: ['r'], 3: ['a'], 4: ['n']}}",1
3,"[6512, 606, 4]","['slice', 'named', 'meant']","{'false_letters': ['i', 'd', 's', 'l', 'c'], 'true_letters': {0: 'm', 1: 'e', 2: 'a', 3: 'n', 4: 't'}, 'misplaced_letters': {4: ['e'], 0: ['n'], 1: ['a'], 2: ['m'], 3: ['e']}}",1
3,"[6512, 372, 4]","['gills', 'plant', 'plate']","{'false_letters': ['g', 'i', 's', 'n'], 'true_letters': {0: 'p', 1: 'l', 2: 'a', 3: 't', 4: 'e'}, 'misplaced_letters': {2: ['l'], 3: ['l'], 4: ['t']}}",1
3,"[6512, 206, 2]","['pluck', 'prime', 'prize']","{'false_letters': ['u', 'm', 'l', 'k', 'c'], 'true_letters': {0: 'p', 1: 'r', 2: 'i', 4: 'e', 3: 'z'}, 'misplaced_letters': {}}",1
4,"[6512, 1596, 74, 8]","['march', 'books', 'olive', 'enjoy']","{'false_letters': ['i', 'v', 'm', 'b', 's', 'a', 'r', 'l', 'k', 'h', 'c'], 'true_letters': {0: 'e', 1: 'n', 2: 'j', 3: 'o', 4: 'y'}, 'misplaced_letters': {1: ['o'], 2: ['o'], 0: ['o'], 4: ['e']}}",1
4,"[6512, 890, 63, 2]","['chain', 'armed', 'bases', 'babel']","{'false_letters': ['i', 'n', 'm', 'd', 's', 'r', 'h', 'c'], 'true_letters': {3: 'e', 0: 'b', 1: 'a', 2: 'b', 4: 'l'}, 'misplaced_letters': {2: ['a'], 0: ['a']}}",1
4,"[6512, 126, 7, 1]","['aloof', 'pluck', 'sleep', 'slips']","{'false_letters': ['f', 'e', 'u', 'o', 'a', 'k', 'c'], 'true_letters': {1: 'l', 0: 's', 2: 'i', 3: 'p', 4: 's'}, 'misplaced_letters': {0: ['p'], 4: ['p']}}",1
4,"[6512, 1163, 65, 9]","['among', 'bales', 'heart', 'dread']","{'false_letters': ['o', 'n', 'g', 'm', 'b', 's', 'l', 't', 'h'], 'true_letters': {0: 'd', 1: 'r', 2: 'e', 3: 'a', 4: 'd'}, 'misplaced_letters': {0: ['a'], 1: ['a', 'e'], 3: ['e', 'r'], 2: ['a']}}",1
5,"[6512, 315, 37, 4, 3]","['point', 'nancy', 'bands', 'lands', 'sands']","{'false_letters': ['p', 'i', 'o', 'y', 'b', 'l', 't', 'c'], 'true_letters': {1: 'a', 2: 'n', 3: 'd', 4: 's', 0: 's'}, 'misplaced_letters': {3: ['n'], 0: ['n']}}",1
3,"[6512, 457, 19]","['front', 'names', 'susan']","{'false_letters': ['f', 'e', 'o', 'm', 'r', 't'], 'true_letters': {0: 's', 1: 'u', 2: 's', 3: 'a', 4: 'n'}, 'misplaced_letters': {3: ['n'], 0: ['n'], 1: ['a'], 4: ['s']}}",1
7,"[6512, 152, 10, 4, 3, 2, 1]","['gross', 'being', 'fight', 'tight', 'might', 'light', 'wight']","{'false_letters': ['e', 'f', 'o', 'n', 'm', 'b', 's', 'l', 'r'], 'true_letters': {1: 'i', 2: 'g', 3: 'h', 4: 't', 0: 'w'}, 'misplaced_letters': {0: ['g', 't'], 2: ['i'], 4: ['g']}}",0
5,"[6512, 61, 15, 3, 2]","['texas', 'saith', 'staff', 'smart', 'scant']","{'false_letters': ['e', 'f', 'i', 'x', 'm', 'r', 'h'], 'true_letters': {0: 's', 2: 'a', 4: 't', 1: 'c', 3: 'n'}, 'misplaced_letters': {0: ['t'], 3: ['a', 't'], 4: ['s'], 1: ['a', 't']}}",1
4,"[6512, 11, 4, 1]","['globe', 'bleak', 'bleed', 'blend']","{'false_letters': ['g', 'o', 'k', 'a'], 'true_letters': {1: 'l', 0: 'b', 2: 'e', 4: 'd', 3: 'n'}, 'misplaced_letters': {3: ['b', 'e'], 4: ['e']}}",1
3,"[6512, 111, 21]","['asked', 'elude', 'drove']","{'false_letters': ['u', 's', 'a', 'l', 'k'], 'true_letters': {4: 'e', 0: 'd', 1: 'r', 2: 'o', 3: 'v'}, 'misplaced_letters': {3: ['e', 'd'], 4: ['d'], 0: ['e']}}",1
4,"[6512, 1600, 111, 5]","['human', 'lover', 'perry', 'pride']","{'false_letters': ['u', 'o', 'y', 'n', 'v', 'm', 'a', 'l', 'h'], 'true_letters': {0: 'p', 1: 'r', 2: 'i', 3: 'd', 4: 'e'}, 'misplaced_letters': {3: ['e', 'r'], 4: ['r'], 1: ['e'], 2: ['r']}}",1
3,"[6512, 23, 10]","['heads', 'sends', 'feeds']","{'false_letters': ['h', 'a', 'n'], 'true_letters': {1: 'e', 3: 'd', 4: 's', 0: 'f', 2: 'e'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 362, 7, 4]","['folly', 'array', 'decay', 'unsay']","{'false_letters': ['f', 'e', 'o', 'd', 'l', 'r', 'c'], 'true_letters': {4: 'y', 3: 'a', 0: 'u', 1: 'n', 2: 's'}, 'misplaced_letters': {0: ['a']}}",1
3,"[6512, 285, 21]","['stash', 'smile', 'scene']","{'false_letters': ['i', 'm', 'l', 'a', 't', 'h'], 'true_letters': {0: 's', 4: 'e', 1: 'c', 2: 'e', 3: 'n'}, 'misplaced_letters': {3: ['s']}}",1
3,"[6512, 23, 8]","['shuts', 'chips', 'chaos']","{'false_letters': ['t', 'u', 'p', 'i'], 'true_letters': {1: 'h', 4: 's', 0: 'c', 2: 'a', 3: 'o'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 1353, 63, 2]","['begin', 'staff', 'watch', 'actor']","{'false_letters': ['e', 'f', 'i', 'n', 'g', 'w', 'b', 's', 'h'], 'true_letters': {2: 't', 0: 'a', 1: 'c', 3: 'o', 4: 'r'}, 'misplaced_letters': {1: ['t', 'a'], 2: ['a'], 3: ['c']}}",1
3,"[6512, 27, 9]","['safer', 'adieu', 'abbey']","{'false_letters': ['f', 'u', 'i', 'd', 's', 'r'], 'true_letters': {3: 'e', 0: 'a', 1: 'b', 2: 'b', 4: 'y'}, 'misplaced_letters': {1: ['a']}}",1
4,"[6512, 192, 53, 3]","['grass', 'birds', 'roses', 'rules']","{'false_letters': ['i', 'o', 'g', 'd', 'b', 'a'], 'true_letters': {4: 's', 0: 'r', 3: 'e', 1: 'u', 2: 'l'}, 'misplaced_letters': {1: ['r'], 3: ['s'], 2: ['r', 's']}}",1
5,"[6512, 485, 11, 3, 1]","['knows', 'fancy', 'clean', 'chant', 'china']","{'false_letters': ['f', 'e', 'o', 'y', 'w', 's', 'l', 'k', 't'], 'true_letters': {0: 'c', 1: 'h', 3: 'n', 2: 'i', 4: 'a'}, 'misplaced_letters': {1: ['n', 'a'], 2: ['n', 'a'], 3: ['c', 'a'], 4: ['n']}}",1
6,"[6512, 94, 23, 4, 2, 1]","['asked', 'raven', 'caleb', 'mabel', 'label', 'babel']","{'false_letters': ['v', 'n', 'd', 'm', 's', 'r', 'k', 'c'], 'true_letters': {3: 'e', 1: 'a', 2: 'b', 4: 'l', 0: 'b'}, 'misplaced_letters': {0: ['a', 'l'], 2: ['l'], 4: ['b']}}",1
6,"[6512, 68, 45, 32, 5, 4]","['paved', 'cared', 'hated', 'waked', 'waxed', 'waded']","{'false_letters': ['p', 'x', 'v', 'r', 'k', 't', 'h', 'c'], 'true_letters': {1: 'a', 3: 'e', 4: 'd', 0: 'w', 2: 'd'}, 'misplaced_letters': {}}",1
3,"[6512, 11, 2]","['short', 'shoes', 'shone']","{'false_letters': ['r', 't'], 'true_letters': {0: 's', 1: 'h', 2: 'o', 3: 'n', 4: 'e'}, 'misplaced_letters': {3: ['e'], 4: ['s']}}",1
4,"[6512, 888, 315, 61]","['hinds', 'backs', 'rolls', 'jesus']","{'false_letters': ['i', 'o', 'n', 'd', 'b', 'a', 'r', 'l', 'k', 'h', 'c'], 'true_letters': {4: 's', 0: 'j', 1: 'e', 2: 's', 3: 'u'}, 'misplaced_letters': {}}",1
4,"[6512, 698, 5, 1]","['moses', 'alice', 'piece', 'niece']","{'false_letters': ['p', 'o', 'm', 's', 'l', 'a'], 'true_letters': {3: 'c', 4: 'e', 1: 'i', 2: 'e', 0: 'n'}, 'misplaced_letters': {3: ['e'], 2: ['i']}}",1
2,"[6512, 8]","['names', 'meant']","{'false_letters': ['s'], 'true_letters': {0: 'm', 1: 'e', 2: 'a', 3: 'n', 4: 't'}, 'misplaced_letters': {0: ['n'], 1: ['a'], 2: ['m'], 3: ['e']}}",1
4,"[6512, 511, 8, 6]","['wiles', 'tusks', 'tufts', 'turns']","{'false_letters': ['e', 'f', 'i', 'w', 'l', 'k'], 'true_letters': {4: 's', 0: 't', 1: 'u', 2: 'r', 3: 'n'}, 'misplaced_letters': {2: ['s'], 3: ['t']}}",1
2,"[6512, 1]","['assay', 'usury']","{'false_letters': ['a'], 'true_letters': {1: 's', 4: 'y', 0: 'u', 2: 'u', 3: 'r'}, 'misplaced_letters': {2: ['s']}}",1
4,"[6512, 139, 7, 3]","['corps', 'wrote', 'drove', 'broke']","{'false_letters': ['p', 'v', 'w', 'd', 's', 't', 'c'], 'true_letters': {1: 'r', 2: 'o', 4: 'e', 0: 'b', 3: 'k'}, 'misplaced_letters': {1: ['o'], 2: ['r']}}",1
5,"[6512, 66, 22, 3, 1]","['plaid', 'slant', 'alarm', 'flame', 'blame']","{'false_letters': ['p', 'f', 'i', 'n', 'd', 's', 'r', 't'], 'true_letters': {1: 'l', 2: 'a', 3: 'm', 4: 'e', 0: 'b'}, 'misplaced_letters': {0: ['a'], 4: ['m']}}",1
4,"[6512, 1607, 58, 3]","['glint', 'proof', 'books', 'awoke']","{'false_letters': ['p', 'f', 'i', 'n', 'g', 'b', 's', 'l', 'r', 't'], 'true_letters': {2: 'o', 3: 'k', 0: 'a', 1: 'w', 4: 'e'}, 'misplaced_letters': {3: ['o'], 1: ['o']}}",1
3,"[6512, 1318, 21]","['party', 'music', 'since']","{'false_letters': ['p', 'u', 'y', 'm', 'a', 'r', 't'], 'true_letters': {0: 's', 1: 'i', 2: 'n', 3: 'c', 4: 'e'}, 'misplaced_letters': {2: ['s'], 3: ['i'], 4: ['c']}}",1
4,"[6512, 594, 78, 20]","['sheep', 'often', 'model', 'cover']","{'false_letters': ['p', 'f', 'n', 'd', 'm', 's', 'l', 't', 'h'], 'true_letters': {3: 'e', 1: 'o', 0: 'c', 2: 'v', 4: 'r'}, 'misplaced_letters': {2: ['e'], 0: ['o']}}",1
3,"[6512, 161, 2]","['rooms', 'grasp', 'sharp']","{'false_letters': ['g', 'o', 'm'], 'true_letters': {2: 'a', 4: 'p', 0: 's', 1: 'h', 3: 'r'}, 'misplaced_letters': {0: ['r'], 4: ['s'], 1: ['r'], 3: ['s']}}",1
3,"[6512, 21, 6]","['beach', 'slack', 'crack']","{'false_letters': ['e', 'b', 's', 'l', 'h'], 'true_letters': {2: 'a', 3: 'c', 4: 'k', 0: 'c', 1: 'r'}, 'misplaced_letters': {}}",1
4,"[6512, 288, 7, 4]","['asked', 'hover', 'given', 'level']","{'false_letters': ['i', 'o', 'n', 'g', 'd', 's', 'a', 'r', 'k', 'h'], 'true_letters': {3: 'e', 2: 'v', 0: 'l', 1: 'e', 4: 'l'}, 'misplaced_letters': {}}",1
4,"[6512, 936, 20, 1]","['silas', 'event', 'prone', 'penny']","{'false_letters': ['i', 'o', 'v', 's', 'l', 'a', 'r', 't'], 'true_letters': {3: 'n', 0: 'p', 1: 'e', 2: 'n', 4: 'y'}, 'misplaced_letters': {0: ['e'], 2: ['e'], 4: ['e']}}",1
3,"[6512, 95, 23]","['tight', 'chili', 'ships']","{'false_letters': ['t', 'g', 'c', 'l'], 'true_letters': {1: 'h', 2: 'i', 0: 's', 3: 'p', 4: 's'}, 'misplaced_letters': {1: ['i'], 3: ['h'], 4: ['i']}}",1
6,"[6512, 673, 37, 18, 2, 1]","['delia', 'roots', 'songs', 'bombs', 'wombs', 'combs']","{'false_letters': ['e', 'i', 'n', 'g', 'w', 'd', 'a', 'l', 'r', 't'], 'true_letters': {1: 'o', 4: 's', 2: 'm', 3: 'b', 0: 'c'}, 'misplaced_letters': {2: ['o'], 0: ['s', 'b']}}",1
4,"[6512, 2023, 271, 3]","['privy', 'float', 'asses', 'masks']","{'false_letters': ['p', 'e', 'i', 'f', 'o', 'y', 'v', 'l', 'r', 't'], 'true_letters': {2: 's', 4: 's', 0: 'm', 1: 'a', 3: 'k'}, 'misplaced_letters': {3: ['a'], 0: ['a'], 1: ['s']}}",1
4,"[6512, 76, 12, 2]","['coins', 'shirr', 'exist', 'waist']","{'false_letters': ['e', 'o', 'x', 'n', 'r', 'h', 'c'], 'true_letters': {2: 'i', 3: 's', 4: 't', 0: 'w', 1: 'a'}, 'misplaced_letters': {4: ['s'], 0: ['s']}}",1
3,"[6512, 2125, 44]","['peggy', 'simon', 'shirt']","{'false_letters': ['p', 'e', 'o', 'y', 'n', 'g', 'm'], 'true_letters': {0: 's', 1: 'h', 2: 'i', 3: 'r', 4: 't'}, 'misplaced_letters': {1: ['i']}}",1
3,"[6512, 588, 6]","['leaks', 'buyer', 'every']","{'false_letters': ['u', 'b', 's', 'a', 'l', 'k'], 'true_letters': {0: 'e', 1: 'v', 2: 'e', 3: 'r', 4: 'y'}, 'misplaced_letters': {1: ['e'], 2: ['y'], 3: ['e'], 4: ['r']}}",1
4,"[6512, 450, 100, 62]","['fetch', 'bells', 'weeks', 'veins']","{'false_letters': ['f', 'w', 'b', 'l', 'k', 't', 'h', 'c'], 'true_letters': {1: 'e', 4: 's', 0: 'v', 2: 'i', 3: 'n'}, 'misplaced_letters': {2: ['e']}}",1
5,"[6512, 153, 59, 6, 4]","['staff', 'plans', 'heads', 'drags', 'draws']","{'false_letters': ['p', 'e', 'f', 'n', 'g', 'l', 't', 'h'], 'true_letters': {2: 'a', 4: 's', 0: 'd', 1: 'r', 3: 'w'}, 'misplaced_letters': {0: ['s'], 3: ['d']}}",1
5,"[6512, 3080, 12, 4, 1]","['which', 'stork', 'sulky', 'spake', 'seeks']","{'false_letters': ['p', 'u', 'i', 'o', 'y', 'w', 'l', 'r', 'a', 't', 'h', 'c'], 'true_letters': {0: 's', 3: 'k', 1: 'e', 2: 'e', 4: 's'}, 'misplaced_letters': {4: ['k', 'e']}}",1
3,"[6512, 621, 12]","['spire', 'haman', 'latch']","{'false_letters': ['p', 'e', 'i', 'n', 'm', 's', 'r'], 'true_letters': {1: 'a', 0: 'l', 2: 't', 3: 'c', 4: 'h'}, 'misplaced_letters': {0: ['h'], 3: ['a']}}",1
4,"[6512, 609, 2, 1]","['heaps', 'grown', 'grind', 'grunt']","{'false_letters': ['e', 'p', 'i', 'o', 'w', 'd', 's', 'a', 'h'], 'true_letters': {0: 'g', 1: 'r', 3: 'n', 2: 'u', 4: 't'}, 'misplaced_letters': {4: ['n']}}",1
3,"[6512, 237, 5]","['hence', 'throw', 'whoso']","{'false_letters': ['e', 'n', 'r', 't', 'c'], 'true_letters': {1: 'h', 0: 'w', 2: 'o', 3: 's', 4: 'o'}, 'misplaced_letters': {0: ['h'], 3: ['o'], 4: ['w']}}",1
7,"[6512, 96, 31, 21, 16, 2, 1]","['large', 'farms', 'paris', 'barbs', 'cards', 'yards', 'wards']","{'false_letters': ['e', 'p', 'i', 'f', 'y', 'g', 'm', 'b', 'l', 'c'], 'true_letters': {1: 'a', 2: 'r', 4: 's', 3: 'd', 0: 'w'}, 'misplaced_letters': {}}",0
4,"[6512, 23, 3, 2]","['hiram', 'shark', 'sharp', 'share']","{'false_letters': ['p', 'i', 'm', 'k'], 'true_letters': {0: 's', 1: 'h', 2: 'a', 3: 'r', 4: 'e'}, 'misplaced_letters': {0: ['h'], 2: ['r'], 3: ['a']}}",1
